ID,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
540300,Depraved Perfumer Trousers,堕落調香師のズボン,堕落调香师长裤,Штани порочного парфумера,,Штаны порочного парфюмера,,
541100,Depraved Perfumer Robe (Altered),堕落調香師のローブ（軽装）,堕落调香师长袍（轻装）,Вбрання порочного парфумера (змінене),,Одеяние порочного парфюмера (измен.),,
570000,Crucible Axe Helm,坩堝の斧兜,熔炉斧形盔,Шолом сокири Горнила,,Шлем топора Горнила,,
570100,Crucible Axe Armor,坩堝の斧鎧,熔炉斧形铠,Панцир сокири Горнила,,Доспех топора Горнила,,
570200,Crucible Gauntlets,坩堝の手甲,熔炉臂甲,Рукавички Горнила,,Перчатки Горнила,,
570300,Crucible Greaves,坩堝の足甲,熔炉腿甲,Поножі Горнила,,Поножи Горнила,,
571000,Crucible Tree Helm,坩堝の樹兜,熔炉树形盔,Шолом дерева Горнила,,Шлем древа Горнила,,
571100,Crucible Tree Armor,坩堝の樹鎧,熔炉树形铠,Панцир дерева Горнила,,Доспех древа Горнила,,
572100,Crucible Axe Armor (Altered),坩堝の斧鎧（軽装）,熔炉斧形铠（轻装）,Панцир сокири Горнила (змінений),,Доспех воинов Ордовиса (измен.),,
573100,Crucible Tree Armor (Altered),坩堝の樹鎧（軽装）,熔炉树形铠（轻装）,Панцир дерева Горнила (змінений),,Доспех воинов Силурии (измен.),,
580000,Lusat's Glintstone Crown,ルーサットの輝石頭,卢瑟特辉石头冠,Блискамінна корона Лусата,,Блестящая корона Лусата,,
580100,Lusat's Robe,ルーサットのローブ,卢瑟特长袍,Мантія Лусата,,Одеяние Лусата,,
580200,Lusat's Manchettes,ルーサットの腕巻き,卢瑟特腕套,Нарукавники Лусата,,Нарукавники Лусата,,
580300,Old Sorcerer's Legwraps,古い魔術師の脚巻き,古老魔法师绑腿,Обмотка старого чародія,,Обмотки старого чародея,,
581000,Azur's Glintstone Crown,アズールの輝石頭,亚兹勒辉石头冠,Блискамінна корона Азура,,Блестящая корона Азура,,
581100,Azur's Glintstone Robe,アズールのローブ,亚兹勒长袍,Блискамінна мантія Азура,,Блестящее одеяние Азура,,
581200,Azur's Manchettes,アズールの腕巻き,亚兹勒腕套,Нарукавники Азура,,Нарукавники Азура,,
590000,All-Knowing Helm,百智の兜,百智头盔,Шолом Всезнавця,,Шлем Всеведущего,,
590100,All-Knowing Armor,百智の鎧,百智铠甲,Панцир Всезнавця,,Доспех Всеведущего,,
590200,All-Knowing Gauntlets,百智の手甲,百智臂甲,Рукавички Всезнавця,,Перчатки Всеведущего,,
590300,All-Knowing Greaves,百智の足甲,百智腿甲,Поножі Всезнавця,,Поножи Всеведущего,,
591100,All-Knowing Armor (Altered),百智の鎧（軽装）,百智铠甲（轻装）,Панцир Всезнавця (змінений),,Доспех Всеведущего (измен.),,
600000,Twinned Helm,双児の兜,孪生头盔,Шолом близнюків,,Шлем близнеца,,
600100,Twinned Armor,双児の鎧,孪生铠甲,Панцир близнюків,,Доспех близнеца,,
600200,Twinned Gauntlets,双児の手甲,孪生臂甲,Рукавички близнюків,,Перчатки близнеца,,
600300,Twinned Greaves,双児の足甲,孪生腿甲,Поножі близнюків,,Поножи близнеца,,
601100,Twinned Armor (Altered),双児の鎧（軽装）,孪生铠甲（轻装）,Панцир близнюків (змінений),,Доспех близнеца (измен.),,
610000,Ragged Hat,ボロ屑の帽子,拼接帽子,Клаптевий капелюх,,Рваная шляпа,,
610100,Ragged Armor,ボロ屑の鎧,拼接铠甲,Клаптевий панцир,,Рваный доспех,,
610200,Ragged Gloves,ボロ屑の手袋,拼接手套,Клаптеві рукавички,,Рваные перчатки,,
610300,Ragged Loincloth,ボロ屑の腰布,拼接腰巾,Клаптевий набедреник,,Рваная набедренная повязка,,
611000,Ragged Hat (Altered),ボロ屑の帽子（軽装）,拼接帽子（轻装）,Клаптевий капелюх (змінений),,Рваная шляпа (измен.),,
611100,Ragged Armor (Altered),ボロ屑の鎧（軽装）,拼接铠甲（轻装）,Клаптевий панцир (змінений),,Рваная куртка (измен.),,
620000,Prophet Blindfold,預言者の目隠し,预言家眼罩,Пов'язка пророка,,Повязка пророка,,
620100,Corhyn's Robe,コリンのローブ,柯林长袍,Мантія Корина,,Одеяние Корина,,
620300,Prophet Trousers,預言者のズボン,预言家长裤,Штани пророка,,Штаны пророка,,
621100,Prophet Robe (Altered),預言者のローブ（軽装）,预言家长袍（轻装）,Мантія пророка (змінена),,Одеяние пророка (измен.),,
622100,Prophet Robe,預言者のローブ,预言家长袍,Мантія пророка,,Одеяние пророка,,
630000,Astrologer Hood,星見のフード,观星者风帽,Каптур астролога,,Капюшон астролога,,
630100,Astrologer Robe,星見のローブ,观星者长袍,Вбрання астролога,,Одеяние астролога,,
630200,Astrologer Gloves,星見の手袋,观星者手套,Рукавички астролога,,Перчатки астролога,,
630300,Astrologer Trousers,星見のズボン,观星者长裤,Штани астролога,,Штаны астролога,,
631100,Astrologer Robe (Altered),星見のローブ（軽装）,观星者长袍（轻装）,Вбрання астролога (змінене),,Одеяние астролога (измен.),,
640000,Lionel's Helm,ライオネルの兜,莱恩尼尔头盔,Шолом Ліонеля,,Шлем Лионела,,
640100,Lionel's Armor,ライオネルの鎧,莱恩尼尔铠甲,Панцир Ліонеля,,Доспех Лионела,,
640200,Lionel's Gauntlets,ライオネルの手甲,莱恩尼尔臂甲,Рукавиці Ліонеля,,Перчатки Лионела,,
640300,Lionel's Greaves,ライオネルの足甲,莱恩尼尔腿甲,Поножі Ліонеля,,Поножи Лионела,,
641100,Lionel's Armor (Altered),ライオネルの鎧（軽装）,莱恩尼尔铠甲（轻装）,Панцир Ліонеля (змінений),,Доспех Лионела (измен.),,
650000,Hoslow's Helm,ホスローの兜,霍斯劳头盔,Шолом Госло,,Шлем Хослоу,,
650100,Hoslow's Armor,ホスローの鎧,霍斯劳铠甲,Панцир Госло,,Доспех Хослоу,,
650200,Hoslow's Gauntlets,ホスローの手甲,霍斯劳臂甲,Рукавички Госло,,Перчатки Хослоу,,
650300,Hoslow's Greaves,ホスローの足甲,霍斯劳腿甲,Поножі Госло,,Поножи Хослоу,,
651000,Diallos's Mask,ディアロスの兜,狄亚罗斯头盔,Маска Діаллоса,,Маска Диаллоса,,
652100,Hoslow's Armor (Altered),ホスローの鎧（軽装）,霍斯劳铠甲（轻装）,Панцир Госло (змінений),,Доспех Хослоу (измен.),,
660000,Vagabond Knight Helm,放浪騎士の兜,流浪骑士头盔,Шолом лицаря-волоцюги,,Шлем рыцаря-бродяги,,
660100,Vagabond Knight Armor,放浪騎士の鎧,流浪骑士铠甲,Панцир лицаря-волоцюги,,Доспех рыцаря-бродяги,,
660200,Vagabond Knight Gauntlets,放浪騎士の手甲,流浪骑士臂甲,Рукавички лицаря-волоцюги,,Перчатки рыцаря-бродяги,,
660300,Vagabond Knight Greaves,放浪騎士の足甲,流浪骑士腿甲,Поножі лицаря-волоцюги,,Поножи рыцаря-бродяги,,
661100,Vagabond Knight Armor (Altered),放浪騎士の鎧（軽装）,流浪骑士铠甲（轻装）,Панцир лицаря-волоцюги (змінений),,Доспех рыцаря-бродяги (измен.),,
670000,Blue Cloth Cowl,青布の頭巾,蓝布头巾,Синій тканий шаперон,,Синий тканый капюшон,,
670100,Blue Cloth Vest,青布の胴衣,蓝布上衣,Синій тканий жилет,,Синее тканое одеяние,,
670200,Warrior Gauntlets,剣士の手甲,剑士臂甲,Нарукавники воїна,,Наручи воина,,
670300,Warrior Greaves,剣士の足甲,剑士腿甲,Поножі воїна,,Поножи воина,,
680000,White Mask,白面,白面具,Біла маска,,Белая маска,,
680100,War Surgeon Gown,従軍医師の白衣,战场医师白上衣,Вбрання військового хірурга,,Халат военного хирурга,,
680200,War Surgeon Gloves,従軍医師の手袋,战场医师手套,Рукавички військового хірурга,,Перчатки военного хирурга,,
680300,War Surgeon Trousers,従軍医師のズボン,战场医师长裤,Штани військового хірурга,,Штаны военного хирурга,,
681100,War Surgeon Gown (Altered),従軍医師の白衣（軽装）,战场医师白上衣（轻装）,Вбрання військового хірурга (змінене),,Халат военного хирурга (измен.),,
690000,Royal Remains Helm,王骸の兜,王骸头盔,Шолом королівських решток,,Шлем королевских останков,,
690100,Royal Remains Armor,王骸の鎧,王骸铠甲,Панцир королівських решток,,Доспех королевских останков,,
690200,Royal Remains Gauntlets,王骸の手甲,王骸臂甲,Рукавиці королівських решток,,Перчатки королевских останков,,
690300,Royal Remains Greaves,王骸の足甲,王骸腿甲,Поножі королівських решток,,Поножи королевских останков,,
700000,Brave's Cord Circlet,勇士の紐冠,勇士额带,[ERROR]Brave's Cord Circlet,,Венец отваги,,
700100,Brave's Battlewear,勇士の戦衣,勇士战袍,[ERROR]Brave's Battlewear,,Боевое облачение отваги,,
700200,Brave's Bracer,勇士の腕帯,勇士腕套,[ERROR]Brave's Bracer,,Наручи отваги,,
700300,Brave's Legwraps,勇士の脚帯,勇士绑腿,[ERROR]Brave's Legwraps,,Обмотки отваги,,
701000,Brave's Leather Helm,勇士の革兜,勇士皮盔,[ERROR]Brave's Leather Helm,,Кожаный шлем отваги,,
702000,Brave's Battlewear (Altered),勇士の戦衣（軽装）,勇士战袍（轻装）,[ERROR]Brave's Battlewear (Altered),,Облачение храбреца (измен.),,
720000,Beast Champion Helm,獣集いの兜,聚兽头盔,Шолом переможця звірів,,Шлем героя-зверя,,
720100,Beast Champion Armor,獣集いの鎧,聚兽铠甲,Панцир переможця звірів,,Доспех героя-зверя,,
720200,Beast Champion Gauntlets,獣集いの手甲,聚兽臂甲,Рукавички переможця звірів,,Наручи героя-зверя,,
720300,Beast Champion Greaves,獣集いの足甲,聚兽腿甲,Поножі переможця звірів,,Поножи героя-зверя,,
721100,Beast Champion Armor (Altered),獣集いの鎧（軽装）,聚兽铠甲（轻装）,Панцир переможця звірів (змінений),,Доспех героя-зверя (измен.),,
730000,Champion Headband,勇者の頭環,勇者头带,Пов'язка чемпіона,,Повязка победителя,,
730100,Champion Pauldron,勇者の肩鎧,勇者肩甲,Наплічник чемпіона,,Наплечник победителя,,
730200,Champion Bracers,勇者の手甲,勇者臂甲,Нарукавники чемпіона,,Нарукавники победителя,,
730300,Champion Gaiters,勇者の脚絆,勇者绑腿,Онучі чемпіона,,Краги победителя,,
740000,Crimson Hood,深紅のフード,暗红风帽,Багряний каптур,,Алый капюшон,,
740100,Noble's Traveling Garb,貴族の旅装,贵族旅行装,Мандрівне вбрання шляхтича,,Дорожное одеяние вельможи,,
740200,Noble's Gloves,貴族の手袋,贵族手套,Рукавички шляхтича,,Перчатки вельможи,,
740300,Noble's Trousers,貴族のズボン,贵族长裤,Штани шляхтича,,Штаны вельможи,,
741000,Navy Hood,濃紺のフード,深蓝风帽,Синій каптур,,Синий капюшон,,
742000,[ERROR] Navy Hood,,,,,,,
760000,Maliketh's Helm,マリケスの兜,玛利喀斯头盔,Шолом Малікета,,Шлем Маликета,,
760100,Maliketh's Armor,マリケスの鎧,玛利喀斯铠甲,Панцир Малікета,,Доспех Маликета,,
760200,Maliketh's Gauntlets,マリケスの手甲,玛利喀斯臂甲,Рукавички Малікета,,Перчатки Маликета,,
760300,Maliketh's Greaves,マリケスの足甲,玛利喀斯腿甲,Поножі Малікета,,Поножи Маликета,,
761100,Maliketh's Armor (Altered),マリケスの鎧（軽装）,玛利喀斯铠甲（轻装）,Панцир Малікета (змінений),,Доспех Маликета (измен.),,
770000,Malenia's Winged Helm,マレニアの翼兜,玛莲妮亚飞翼头盔,Крилатий шолом Маленії,,Крылатый шлем Малении,,
770100,Malenia's Armor,マレニアの鎧,玛莲妮亚铠甲,Панцир Маленії,,Доспех Малении,,
770200,Malenia's Gauntlet,マレニアの手甲,玛莲妮亚臂甲,Рукавички Маленії,,Перчатки Малении,,
770300,Malenia's Greaves,マレニアの足甲,玛莲妮亚腿甲,Поножі Маленії,,Поножи Малении,,
771100,Malenia's Armor (Altered),マレニアの鎧（軽装）,玛莲妮亚铠甲（轻装）,Панцир Маленії (змінений),,Доспех Малении (измен.),,
780000,Veteran's Helm,宿将の兜,老将头盔,Шолом ветерана,,Шлем ветерана,,
780100,Veteran's Armor,宿将の鎧,老将铠甲,Панцир ветерана,,Доспех ветерана,,
780200,Veteran's Gauntlets,宿将の手甲,老将臂甲,Рукавички ветерана,,Перчатки ветерана,,
780300,Veteran's Greaves,宿将の足甲,老将腿甲,Поножі ветерана,,Поножи ветерана,,
781100,Veteran's Armor (Altered),宿将の鎧（軽装）,老将铠甲（轻装）,Панцир ветерана (змінений),,Доспех ветерана (измен.),,
790000,Bloodhound Knight Helm,猟犬騎士の兜,猎犬骑士头盔,Шолом лицаря-гончака,,Шлем рыцаря-ищейки,,
790100,Bloodhound Knight Armor,猟犬騎士の鎧,猎犬骑士铠甲,Панцир лицаря-гончака,,Доспех рыцаря-ищейки,,
790200,Bloodhound Knight Gauntlets,猟犬騎士の手甲,猎犬骑士臂甲,Рукавички лицаря-гончака,,Перчатки рыцаря-ищейки,,
790300,Bloodhound Knight Greaves,猟犬騎士の足甲,猎犬骑士腿甲,Поножі лицаря-гончака,,Поножи рыцаря-ищейки,,
791100,Bloodhound Knight Armor (Altered),猟犬騎士の鎧（軽装）,猎犬骑士铠甲（轻装）,Панцир лицаря-гончака (змінений),,Доспех рыцаря-ищейки (измен.),,
800000,Festive Hood,祝祭のフード,庆典风帽,Урочистий каптур,,Праздничный капюшон,,
800100,Festive Garb,祝祭の礼服,庆典礼服,Урочисте вбрання,,Праздничная одежда,,
801000,Festive Hood (Altered),祝祭のフード（軽量）,庆典风帽（简化）,Урочистий каптур (змінений),,Праздничный капюшон (измен.),,
801100,Festive Garb (Altered),祝祭の礼服（軽量）,庆典礼服（简化）,Урочисте вбрання (змінене),,Праздничное одеяние (измен.),,
802000,Blue Festive Hood,祝祭の青フード,庆典蓝风帽,Синій урочистий каптур,,Синий праздничный капюшон,,
802100,Blue Festive Garb,祝祭の青装束,庆典蓝礼服,Синє урочисте вбрання,,Синее праздничное одеяние,,
810000,Commoner's Headband,市民の頭冠,居民头巾,Пов'язка простолюдина,,Повязка простолюдина,,
810100,Commoner's Garb,市民の上服,居民上衣,Вбрання простолюдина,,Облачение простолюдина,,
810300,Commoner's Shoes,市民の靴,居民鞋子,Черевики простолюдина,,Обувь простолюдина,,
811000,Commoner's Headband (Altered),市民の頭冠（軽装）,居民头巾（轻装）,Пов'язка простолюдина (змінена),,Повязка простолюдина (измен.),,
811100,Commoner's Garb (Altered),市民の上服（軽装）,居民上衣（轻装）,Вбрання простолюдина (змінене),,Облачение простолюдина (измен.),,
812000,Commoner's Simple Garb,市民の服,居民便衣,Буденне вбрання простолюдина,,Одежды простолюдина,,
812100,Commoner's Simple Garb (Altered),市民の服（軽装）,居民便衣（轻装）,Буденне вбрання простолюдина (змінене),,Одежды простолюдина (измен.),,
820000,Envoy Crown,使者たちの大頭,众使者大头冠,Корона посланця,,Корона посланца,,
830000,Twinsage Glintstone Crown,双賢の輝石頭,双贤辉石头罩,Блискамінна корона мудрих близнюків,,Блестящая корона Двойной мудрости,,
830100,Raya Lucarian Robe,レアルカリアン・ローブ,雷亚卢卡利亚长袍,Мантія Рая-Лукарії,,Одеяние из Райи Лукарии,,
830200,Sorcerer Manchettes,魔術師の腕巻き,魔法师腕套,Нарукавники чародія,,Нарукавники чародея,,
830300,Sorcerer Leggings,魔術師の脚巻き,魔法师绑腿,Штани чародія,,Обмотки чародея,,
831000,Olivinus Glintstone Crown,オリヴィニスの輝石頭,奥利维尼斯辉石头罩,Блискамінна корона Олівіна,,Блестящая корона Оливина,,
832000,Lazuli Glintstone Crown,ラズリの輝石頭,拉兹利辉石头罩,Лазурова блискамінна корона,,Лазурная блестящая корона,,
833000,Karolos Glintstone Crown,カロロスの輝石頭,卡勒罗斯辉石头罩,Блискамінна корона Каролоса,,Блестящая корона Каролоса,,
834000,Witch's Glintstone Crown,魔女の輝石頭,魔女辉石头罩,Відьмина блискамінна корона,,Блестящая корона ведьмы,,
834100,[ERROR] Glintstone Crown ,壊れた賢者の仮面,,[ERROR],,,,
835000,[ERROR] Glintstone Crown lower stats,,,,,,,
835100,[ERROR] Sorcerer Robe,,,,,,,
835200,[ERROR] Wrist bandages ,,,,,,,
835300,[ERROR] Leg bandages ,,,,,,,
836000,[ERROR] Glintstone Crown ,,,,,,,
840000,Marionette Soldier Helm,人形兵の兜,人偶兵头盔,Шолом солдата-маріонетки,,Шлем солдата-марионетки,,
840100,Marionette Soldier Armor,人形兵の鎧,人偶兵铠甲,Панцир солдата-маріонетки,,Доспех солдата-марионетки,,
850000,Marionette Soldier Birdhelm,人形兵の鳥兜,人偶兵鸟笼盔,Пташиний шолом солдата-маріонетки,,Крылатый шлем солдата-марионетки,,
860000,Raging Wolf Helm,戦鬼の兜,战鬼头盔,Шолом Лютого вовка,,Шлем Свирепого Волка,,
860100,Raging Wolf Armor,戦鬼の鎧,战鬼铠甲,Панцир Лютого вовка,,Доспех Свирепого Волка,,
860200,Raging Wolf Gauntlets,戦鬼の手甲,战鬼臂甲,Рукавички Лютого вовка,,Наручи Свирепого Волка,,
860300,Raging Wolf Greaves,戦鬼の足甲,战鬼腿甲,Поножі Лютого вовка,,Поножи Свирепого Волка,,
861100,Raging Wolf Armor (Altered),戦鬼の鎧（軽装）,战鬼铠甲（轻装）,Панцир Лютого вовка (змінений),,Доспех Свирепого Волка (измен.),,
870000,Land of Reeds Helm,葦の地の兜,芦苇之地头盔,Шолом Країни очерету,,Шлем из Страны тростника,,
870100,Land of Reeds Armor,葦の地の鎧,芦苇之地铠甲,Панцир Країни очерету,,Доспех из Страны тростника,,
870200,Land of Reeds Gauntlets,葦の地の手甲,芦苇之地臂甲,Рукавички Країни очерету,,Перчатки из Страны тростника,,
870300,Land of Reeds Greaves,葦の地の足甲,芦苇之地腿甲,Поножі Країни очерету,,Поножи из Страны тростника,,
871100,Land of Reeds Armor (Altered),葦の地の鎧（軽装）,芦苇之地铠甲（轻装）,Панцир Країни очерету (змінений),,Доспех из Страны тростника (измен.),,
872000,Okina Mask,翁面,老翁面具,Маска Окіни,,Маска Окины,,
872100,White Reed Armor,白備えの鎧,待殓铠甲,Панцир білих очеретників,,Доспех Белого тростника,,
872200,White Reed Gauntlets,白備えの手甲,待殓臂甲,Рукавички білих очеретників,,Перчатки Белого тростника,,
872300,White Reed Greaves,白備えの足甲,待殓腿甲,Поножі білих очеретників,,Поножи Белого тростника,,
873000,[ERROR] Okina Mask,,,,,,,
880000,Confessor Hood,密使のフード,密使风帽,Каптур сповідника,,Капюшон духовника,,
880100,Confessor Armor,密使の鎧,密使铠甲,Панцир сповідника,,Одеяние духовника,,
880200,Confessor Gloves,密使の手袋,密使手套,Рукавички сповідника,,Перчатки духовника,,
880300,Confessor Boots,密使のブーツ,密使靴子,Чоботи сповідника,,Обувь духовника,,
881000,Confessor Hood (Altered),密使のフード（軽装）,密使风帽（轻装）,Каптур сповідника (змінений),,Капюшон духовника (лёгкий),,
881100,Confessor Armor (Altered),密使の鎧（軽装）,密使铠甲（轻装）,Панцир сповідника (змінений),,Одеяние духовника (лёгкое),,
890000,Prisoner Iron Mask,虜囚の鉄仮面,囚犯铁面具,Залізна маска в'язня,,Маска заключённого,,
890100,Prisoner Clothing,虜囚服,囚犯布衣,Сорочка в'язня,,Одежда заключённого,,
890300,Prisoner Trousers,虜囚ズボン,囚犯长裤,Штани в'язня,,Штаны заключённого,,
891000,Blackguard's Iron Mask,ならず者の鉄仮面,流氓铁面具,Залізна маска Чорностража,,Железная маска чёрного стража,,
892100,[ERROR] Prisoner Clothing,,,,,,,
900000,Traveling Maiden Hood,旅巫女のフード,旅行女巫风帽,Каптур мандрівної служниці,,Капюшон странствующей служанки,,
900100,Traveling Maiden Robe,旅巫女のローブ,旅行女巫长袍,Плаття мандрівної служниці,,Одеяние странствующей служанки,,
900200,Traveling Maiden Gloves,旅巫女の手袋,旅行女巫手套,Рукавички мандрівної служниці,,Перчатки странствующей служанки,,
900300,Traveling Maiden Boots,旅巫女のブーツ,旅行女巫靴子,Чоботи мандрівної служниці,,Обувь странствующей служанки,,
901100,Traveling Maiden Robe (Altered),旅巫女のローブ（軽装）,旅行女巫长袍（轻装）,Плаття мандрівної служниці (змінене),,Одеяние странствующей служанки (измен.),,
901200,[ERROR] Icon,,,,,,,
901600,[ERROR] Icon,,,,,,,
902000,Finger Maiden Fillet,指巫女の帽子,指头女巫帽子,Пов'язка служниці Перстів,,Повязка служанки Пальца,,
902100,Finger Maiden Robe,指巫女のローブ,指头女巫长袍,Плаття служниці Перстів,,Одеяние служанки Пальца,,
902300,Finger Maiden Shoes,指巫女の靴,指头女巫鞋子,Черевики служниці Перстів,,Обувь служанки Пальца,,
903100,Finger Maiden Robe (Altered),指巫女のローブ（軽装）,指头女巫长袍（轻装）,Плаття служниці Перстів (змінене),,Одеяние служанки Пальцев (измен.),,
904100,[ERROR] Finger Maiden Robe,,,,,,,
910000,Preceptor's Big Hat,魔術教授の大帽子,魔法教授大帽子,Великий капелюх наставника,,Большая шляпа наставника,,
910100,Preceptor's Long Gown,魔術教授の長衣,魔法教授长袍,Довга мантія наставника,,Длинная мантия наставника,,
910200,Preceptor's Gloves,魔術教授の手袋,魔法教授手套,Рукавички наставника,,Перчатки наставника,,
910300,Preceptor's Trousers,魔術教授のズボン,魔法教授长裤,Штани наставника,,Штаны наставника,,
911000,Mask of Confidence,秘匿の仮面,藏身面具,Маска впевненості,,Маска уверенности,,
911100,Preceptor's Long Gown (Altered),魔術教授の長衣（軽装）,魔法教授长袍（轻装）,Довга мантія наставника (змінена),,Длинная мантия наставника (измен.),,
912000,[ERROR] Mask of Confidence,,,,,,,
912100,[ERROR] Preceptor's Long Gown,,,,,,,
912200,[ERROR] Preceptor's Gloves,,,,,,,
912300,[ERROR] Preceptor's Trousers,,,,,,,
913000,[ERROR] Mask of Confidence,,,,,,,
920000,Grass Hair Ornament,叢の髪飾り,,[ERROR]Grass Hair Ornament,,,,
930000,Skeletal Mask,死骨の仮面,亡骨面具,Скелетна маска,,Костяная маска,,
930100,Raptor's Black Feathers,猛禽の黒羽,猛禽黑羽,Чорне пір'я хижака,,Чёрные перья хищника,,
930200,Bandit Manchettes,盗賊の腕巻き,盗贼腕套,Нарукавники бандита,,Нарукавники бандита,,
930300,Bandit Boots,盗賊のブーツ,盗贼靴子,Чоботи бандита,,Обувь бандита,,
931100,Bandit Garb,盗賊の胴着,盗贼束腰衣,Куртка бандита,,Одеяние бандита,,
940000,Eccentric's Hood,奇矯騎士のフード,奇异骑士风帽,Каптур дивака,,Капюшон чудака,,
940100,Eccentric's Armor,奇矯騎士の鎧,奇异骑士铠甲,Панцир дивака,,Доспех чудака,,
940200,Eccentric's Manchettes,奇矯騎士の腕帯,奇异骑士腕套,Нарукавники дивака,,Нарукавники чудака,,
940300,Eccentric's Breeches,奇矯騎士のズボン,奇异骑士长裤,Бриджі дивака,,Шаровары чудака,,
941000,Eccentric's Hood (Altered),奇矯騎士のフード（軽装）,奇异骑士风帽（轻装）,Каптур дивака (змінений),,Капюшон чудака (измен.),,
950000,Fingerprint Helm,指痕の兜,指痕头盔,Шолом відбитка,,Шлем с отпечатком пальца,,
950100,Fingerprint Armor,指痕の鎧,指痕铠甲,Панцир відбитка,,Доспех с отпечатком пальца,,
950200,Fingerprint Gauntlets,指痕の手甲,指痕臂甲,Рукавички відбитка,,Перчатки с отпечатком пальца,,
950300,Fingerprint Greaves,指痕の足甲,指痕腿甲,Поножі відбитка,,Поножи с отпечатком пальца,,
951100,Fingerprint Armor (Altered),指痕の鎧（軽装）,指痕铠甲（轻装）,Панцир відбитка (змінений),,Доспех с отпечатками (измен.),,
960000,Consort's Mask,側妃の仮面,侧室面具,Маска королеви-дружини,,Маска консорта,,
960100,Consort's Robe,側妃のローブ,侧室长袍,Плаття королеви-дружини,,Одеяние консорта,,
960300,Consort's Trousers,側妃のズボン,侧室长裤,Штани королеви-дружини,,Штаны консорта,,
961000,Ruler's Mask,領主の仮面,领主面具,Маска правителя,,Маска правителя,,
961100,Ruler's Robe,領主のローブ,领主长袍,Мантія правителя,,Одеяние правителя,,
962100,Upper-Class Robe,上流のローブ,上流阶级长袍,Вбрання еліти,,Одеяние знати,,
963000,Marais Mask,マレー家の仮面,玛雷家面具,Маска Маре,,Маска Марэ,,
963100,Marais Robe,マレー家のローブ,玛雷家长袍,Вбрання Маре,,Одеяние Марэ,,
963200,Bloodsoaked Manchettes,血の滲んだ腕帯,渗血腕套,Закривавлені нарукавники,,Окровавленные нарукавники,,
964000,Bloodsoaked Mask,血の滲んだ覆面,渗血面具,Закривавлена маска,,Окровавленная маска,,
964100,Official's Attire,官吏の装束,官吏上衣,Офіційне вбрання,,Официальная одежда,,
965000,[ERROR] Consort's Mask,,,,,,,
965100,[ERROR] Consort's Robe,,,,,,,
965300,[ERROR] Consort's Trousers ,,,,,,,
966000,[ERROR] Ruler`s Mask,,,,,,,
967000,[ERROR] Marais Mask,,,,,,,
970000,Omen Helm,忌み兜,忌讳头盔,Шолом передвісника,,Шлем знамения,,
970100,Omen Armor,忌み鎧,忌讳铠甲,Панцир передвісника,,Доспех знамения,,
970200,Omen Gauntlets,忌み手甲,忌讳臂甲,Рукавички передвісника,,Перчатки знамения,,
970300,Omen Greaves,忌み足甲,忌讳腿甲,Поножі передвісника,,Поножи знамения,,
980000,Carian Knight Helm,カーリア騎士の兜,卡利亚骑士头盔,Шолом карійського лицаря,,Шлем карианского рыцаря,,
980100,Carian Knight Armor,カーリア騎士の鎧,卡利亚骑士铠甲,Панцир карійського лицаря,,Доспех карианского рыцаря,,
980200,Carian Knight Gauntlets,カーリア騎士の手甲,卡利亚骑士臂甲,Рукавички карійського лицаря,,Перчатки карианского рыцаря,,
980300,Carian Knight Greaves,カーリア騎士の足甲,卡利亚骑士腿甲,Поножі карійського лицаря,,Поножи карианского рыцаря,,
981100,Carian Knight Armor (Altered),カーリア騎士の鎧（軽装）,卡利亚骑士铠甲（轻装）,Панцир карійського лицаря (змінений),,Доспех карианского рыцаря (измен.),,
990000,Hierodas Glintstone Crown,ヤロダスの輝石頭,亚罗塔斯辉石头罩,Блискамінна корона Ієродаса,,Блестящая корона Иеродаса,,
990100,Errant Sorcerer Robe,はぐれ魔術師のローブ,离群魔法师长袍,Мантія блудного чародія,,Мантия бродячего чародея,,
990200,Errant Sorcerer Manchettes,はぐれ魔術師の腕巻き,离群魔法师腕套,Нарукавники блудного чародія,,Нарукавники бродячего чародея,,
990300,Errant Sorcerer Boots,はぐれ魔術師のブーツ,离群魔法师靴子,Чоботи блудного чародія,,Обувь бродячего чародея,,
991100,Errant Sorcerer Robe (Altered),はぐれ魔術師のローブ（軽装）,离群魔法师长袍（轻装）,Мантія блудного чародія (змінена),,Мантия бродячего чародея (измен.),,
992000,[ERROR] Haima Glintstone Crown,,,,,,,
1000000,Haima Glintstone Crown,ハイマの輝石頭,海摩辉石头罩,Блискамінна корона Гаіми,,Блестящая корона Хаймы,,
1000100,Battlemage Robe,戦魔術師のローブ,战场魔法师长袍,Мантія бойового мага,,Одеяние боевого мага,,
1000200,Battlemage Manchettes,戦魔術師の腕巻き,战场魔法师腕套,Нарукавники бойового мага,,Нарукавники боевого мага,,
1000300,Battlemage Legwraps,戦魔術師の脚巻き,战场魔法师绑腿,Обмотка бойового мага,,Обмотки боевого мага,,
1010000,Snow Witch Hat,雪魔女の尖り帽,雪魔女尖帽,Капелюх снігової відьми,,Шляпа снежной ведьмы,,
1010100,Snow Witch Robe,雪魔女のローブ,雪魔女长袍,Мантія снігової відьми,,Плащ снежной ведьмы,,
