ID,DESCRIPTION
13250,Npc|
13251,Npc|
13252,Npc|
13253,Npc|
13254,Npc|
13255,Npc|
13256,Npc|
13257,Npc|
13258,Npc|Mad Pumpkin Head/Grinning Torturer|Bullet|
13259,Npc|
13260,Npc|
13261,Npc|
13262,Npc|
13263,Npc|
13264,Npc|
13265,Npc|
13266,Npc|
13267,Npc|
13268,Npc|
13269,Npc|
13270,Npc|
13271,Npc|
13272,Npc|
13273,Npc|
13274,Npc|
13275,Npc|
13276,Npc|
13277,Npc|
13278,Npc|
13279,Npc|
13280,Npc|
13281,Npc|
13282,Npc|
13283,Npc|
13284,Npc|
13285,Npc|
13286,Npc|
13287,Npc|State 412|Vfx 51215 White Sword Sticking Out Of Player|
13288,Npc|
13289,Npc|
13290,Npc|
13291,Npc|
13292,Npc|
13293,Npc|
13294,Npc|
13295,Npc|
13296,Npc|Castle Soldier|
13297,Npc|
13298,Npc|
13299,Npc|
13300,Npc|
13301,Npc|
13302,Npc|
13303,Npc|
13304,Npc|
13305,Npc|
13330,Npc|
13331,Npc|
13332,Npc|
13333,Npc|
13334,Npc|
13335,Npc|
13336,Npc|
13340,Npc|
13349,Npc|
13350,Npc|
13351,Npc|
13352,Npc|
13353,Npc|
13354,Npc|
13355,Npc|
13356,Npc|
13357,Npc|
13358,Npc|
13359,Npc|
13360,Npc|
13389,Npc|
13390,Npc|
13400,Npc|
13403,Npc|
13404,Npc|
13405,Npc|
13408,Npc|
13410,Npc|
13411,Npc|
13415,Npc|
13416,Npc|
13417,Npc|
13418,Npc|
13420,Npc|
13421,Npc|
13422,Npc|
13430,Npc|
13431,Npc|
13449,Npc|
13450,Npc|
13451,Npc|
13460,Npc|
13461,Npc|
13462,Npc|Putrid Corpse|Explosion|
13465,Npc|
13470,Npc|
13471,Npc|
13475,Npc|
13476,Npc|
13477,Npc|
13480,Npc|
13500,Npc|
13501,Npc|
13502,Npc|
13503,Npc|
13504,Npc|
13505,Npc|
13506,Npc|
13507,Npc|
13508,Npc|
13510,Npc|
13511,Npc|
13512,Npc|
13513,Npc|
13514,Npc|
13515,Npc|
13516,Npc|
13517,Npc|
13518,Npc|
13519,Npc|
13520,Npc|
13521,Npc|
13522,Npc|
13523,Npc|
13524,Npc|
13525,Npc|
13526,Npc|
13527,Npc|
13528,Npc|
13529,Npc|
13550,Npc|
13551,Npc|
13552,Npc|
13553,Npc|
13554,Npc|
13555,Npc|
13556,Npc|
13557,Npc|
13558,Npc|
13559,Npc|
13560,Npc|
13561,Npc|
13562,Npc|
13563,Npc|
13564,Npc|
13565,Npc|
13569,Npc|
13600,Npc|
13601,Npc|
13602,Npc|
13603,Npc|
13604,Npc|
13605,Npc|
13606,Npc|
13607,Npc|
13608,Npc|
13609,Npc|
13610,Npc|
13611,Npc|
13612,Npc|
13613,Npc|
13614,Npc|
13615,Npc|
13616,Npc|
13617,Npc|Ancestor Spirit|Bullet|
13618,Npc|
13619,Npc|
13620,Npc|
13621,Npc|
13622,Npc|
13623,Npc|
13624,Npc|
13625,Npc|
13626,Npc|
13627,Npc|
13628,Npc|
13630,Npc|
13631,Npc|
13632,Npc|
13633,Npc|
13634,Npc|
13635,Npc|
13636,Npc|
13637,Npc|
13638,Npc|
13639,Npc|
13640,Npc|
13641,Npc|
13642,Npc|
13643,Npc|
13644,Npc|
13645,Npc|
13646,Npc|
13647,Npc|
13648,Npc|
13649,Npc|
13650,Npc|
13651,Npc|
13652,Npc|
13653,Npc|All Foot Soldiers Ranged Atk|
13654,Npc|
13655,Npc|
13656,Npc|
13657,Npc|
13658,Npc|
13659,Npc|
13660,Npc|
13661,Npc|
13662,Npc|
13663,Npc|
13664,Npc|
13665,Npc|
13666,Npc|
13667,Npc|
13668,Npc|
13669,Npc|
13670,Npc|
13675,Npc|
13676,Npc|
13680,Npc|
13685,Npc|
13688,Npc|
13689,Npc|
13690,Npc|
13691,Npc|
13692,Npc|
13693,Npc|
13694,Npc|
13695,Npc|
13696,Npc|
13697,Npc|
13698,Npc|
13699,Npc|
13700,Npc|
13701,Npc|
13702,Npc|
13703,Npc|Hks c9997|
13704,Npc|
13705,Npc|
13706,Npc|
13707,Npc|
13708,Npc|
13710,Npc|
13711,Npc|
13712,Npc|
13713,Npc|
13714,Npc|
13715,Npc|
13716,Npc|
13717,Npc|
13718,Npc|
13719,Npc|
13720,Npc|
13721,Npc|
13722,Npc|
13723,Npc|
13750,Npc|
13751,Npc|
13752,Npc|
13753,Npc|
13754,Npc|
13755,Npc|
13756,Npc|
13757,Npc|
13758,Npc|
13759,Npc|
13760,Npc|
13761,Npc|
13762,Npc|
13763,Npc|
13764,Npc|
13765,Npc|
13770,Npc|
13771,Npc|
13772,Npc|
13780,Npc|Tree Sentinel|Bullet|
13781,Npc|
13782,Npc|Tree Sentinel|Bullet|
13783,Npc|
13784,Npc|
13800,Npc|
13801,Npc|
13802,Npc|
13803,Npc|
13804,Npc|
13805,Npc|
13806,Npc|
13810,Npc|
13811,Npc|
13812,Npc|
13813,Npc|
13814,Npc|
13815,Npc|
13816,Npc|
13817,Npc|
13818,Npc|
13819,Npc|
13822,Npc|
13823,Npc|
13824,Npc|
13850,Npc|
13851,Npc|
13852,Npc|
13855,Npc|Cleanrot Knight|Bullet|
13856,Npc|Cleanrot Knight|Bullet|
13860,Npc| Marionette Soldier Magic Pot
13861,Npc| Marionette Soldier Fire Pot
13862,Npc|
13863,Npc|
13864,Npc|
13865,Npc|
13866,Npc|
13867,Npc|
13868,Npc|
13869,Npc|
13870,Npc|
13871,Npc|
13872,Npc|
13873,Npc|
13899,Npc|
13900,Npc|
13901,Npc|
13902,Npc|
13903,Npc|
13904,Npc|
13905,Npc|
13906,Npc|
13907,Npc|
13908,Npc|
13909,Npc|
13910,Npc|
13911,Npc|
13912,Npc|
13913,Npc|
13914,Npc|
13915,Npc|
13916,Npc|
13917,Npc|
13918,Npc|
13919,Npc|
13920,Npc|
13921,Npc|
13922,Npc|
13923,Npc|
13924,Npc|
13925,Npc|
13926,Npc|
13927,Npc|
13928,Npc|
13929,Npc|
13930,Npc|
13931,Npc|
13932,Npc|
13933,Npc|
13934,Npc|
13935,Npc|
13936,Npc|
13937,Npc|
13938,Npc|
13939,Npc|
13940,Npc|
13941,Npc|
13942,Npc|
13943,Npc|
13944,Npc|Unk|Blood|
13945,Npc|
13950,Npc|
13951,Npc|
13952,Npc|
13953,Npc|
13954,Npc|
13955,Npc|
13956,Npc|
13957,Npc|
13958,Npc|
13959,Npc|
14000,Npc|
14001,Npc|
14002,Npc|
14003,Npc|
14004,Npc|
14005,Npc|
14006,Npc|
14007,Npc|
14008,Npc|
14009,Npc|
14010,Npc|
14011,Npc|
14012,Npc|
14013,Npc|
14014,Npc|
14015,Npc|
14016,Npc|Monstrous Crow|Bullet|
14017,Npc|
14018,Npc|
14019,Npc|
14020,Npc|
14021,Npc|
14025,Npc|
14026,Npc|
14027,Npc|
14028,Npc|Monstrous Dog|Bullet|
14045,Npc|
14050,Npc|
14051,Npc|
14052,Npc|
14053,Npc|
14054,Npc|
14055,Npc|
14056,Npc|
14057,Npc|Hks c9997|
14058,Npc|
14059,Npc|
14060,Npc|
14061,Npc|
14070,Npc|
14080,Npc|
14081,Npc|
14082,Npc|
14085,Npc|
14086,Npc|
14087,Npc|
14088,Npc|
14089,Npc|
14090,Npc|
14091,Npc|
14092,Npc|
14093,Npc|
14094,Npc|
14100,Npc|
14101,Npc|
14102,Npc|
14103,Npc|
14104,Npc|
14150,Npc|
14151,Npc|
14152,Npc|
14153,Npc|
14154,Npc|
14160,Npc|
14200,Npc|
14201,Npc|
14202,Npc|
14203,Npc|
14204,Npc|
14205,Npc|
14206,Npc|
14207,Npc|
14208,Npc|
14209,Npc|
14210,Npc|
14250,Npc|
14251,Npc|
14252,Npc|
14253,Npc|
14254,Npc|
14255,Npc|
14256,Npc|
14257,Npc|
14258,Npc|
14259,Npc|
14260,Npc|
14261,Npc|
14262,Npc|
14263,Npc|
14264,Npc|
14265,Npc|
14266,Npc|
14270,Npc|
14271,Npc|
14272,Npc|
14273,Npc|
14274,Npc|
14275,Npc|
14276,Npc|
14277,Npc|
14278,Npc|
14279,Npc|
14280,Npc|
14299,Npc|
14300,Npc|
14301,Npc|
14302,Npc|
14303,Npc|
14304,Npc|
14305,Npc|
14306,Npc|
14307,Npc|
14308,Npc|Hks c9997|
14310,Npc|
14311,Npc|
14350,Npc|
14351,Npc|Rennala|
14352,Npc|Rennala|
14353,Npc|Rennala|
14354,Npc|Rennala|
14355,Npc|
14356,Npc|
14357,Npc|
14358,Npc| Blood obsessed Godrick Knight Variant
14359,Npc|
14360,Npc|
14361,Npc|
14362,Npc|
14363,Npc|
14364,Npc| Npc Magic GreatSword Coat Effect
14365,Npc|
14366,Npc|
14367,Npc|
14368,Npc|
14369,Npc|
14370,Npc|
14371,Npc|
14372,Npc|
14373,Npc|
14374,Npc|
14375,Npc|
14376,Npc|
14377,Npc|
14378,Npc|
14379,Npc|
14380,Npc|
14381,Npc|
14382,Npc|
14383,Npc|
14384,Npc|
14385,Npc|
14386,Npc|Rennala Student|Main Target|
14387,Npc|
14388,Npc|Hks c9997|
14389,Npc|
14390,Npc|
14391,Npc|
14392,Npc|
14393,Npc|
14394,Npc|
14395,Npc|
14396,Npc|
14397,Npc|Hks c9997|
14398,Npc|
14399,Npc|Hks c9997|
14400,Npc|
14401,Npc|
14402,Npc|
14403,Npc|
14405,Npc|Depraved Perfumer|Bullet|
14406,Npc|Depraved Perfumer|Bullet|
14407,Npc|
14408,Npc|
14410,Npc|
14411,Npc|
14420,Npc|
14421,Npc|
14422,Npc|
14423,Npc|
14424,Npc|
14425,Npc|
14426,Npc|
14427,Npc|
14428,Npc|
14429,Npc|
14430,Npc|
14431,Npc|
14432,Npc|
14433,Npc|
14434,Npc|
14435,Npc|Depraved Perfumer|
14436,Npc|
14437,Npc|
14438,Npc|
14439,Npc|Depraved Perfumer|
14440,Npc|
14441,Npc|
14443,Npc|
14448,Npc|
14449,Npc|
14450,Npc|
14451,Npc|
14452,Npc|
14453,Npc|
14454,Npc|
14455,Npc|
14456,Npc|
14457,Npc|
14458,Npc|
14459,Npc|
14460,Npc|
14461,Npc|
14462,Npc|
14463,Npc|
14464,Npc|
14465,Npc|
14466,Npc|
14467,Npc|
14468,Npc|
14469,Npc|
14470,Npc|
14471,Npc|
14472,Npc|
14473,Npc|
14474,Npc|
14475,Npc|
14476,Npc|
14477,Npc|
14478,Npc|
14479,Npc|
14480,Npc|
14481,Npc|
14482,Npc|
14483,Npc|
14484,Npc|
14485,Npc|
14486,Npc|
14487,Npc|
14488,Npc|
14489,Npc|
14490,Npc|
14491,Npc|
14492,Npc|
14493,Npc|
14494,Npc|
14495,Npc|
14496,Npc|
14497,Npc|
14498,Npc|
14499,Npc|
14500,Npc|
14501,Npc|
14502,Npc|
14503,Npc|
14505,Npc|
14506,Npc|
14507,Npc|
14508,Npc|
14510,Npc|
14511,Npc|
14512,Npc|
14513,Npc|
14514,Npc|
14515,Npc|
14520,Npc|
14521,Npc|
14530,Npc|
14531,Npc|
14532,Npc|
14539,Npc|
14540,Npc|Ai Observe|Unk 1|
14541,Npc|Ai Observe|Unk 2|
14542,Npc|Ai Observe|Unk 3|
14543,Npc|Ai Observe|Unk 4|
14544,Npc|Ai Observe|Unk 5|
14545,Npc|Ai Observe|Unk 6|
14546,Npc|Ai Observe|Unk 7|
14547,Npc|Ai Observe|Unk 8|
14548,Npc|Ai Observe|Unk 9|
14549,Npc|Ai Observe|Unk 10|
14550,Npc|
14551,Npc|
14552,Npc|
14553,Npc|Blaidd The Half|Wolf|Bullet|
14554,Npc|
14555,Npc|
14556,Npc|
14557,Npc|
14558,Npc|
14559,Npc|
14560,Npc|Hks c9997|
14565,Npc|
14566,Npc|
14569,Npc|
14570,Npc|Hks c9997|
14571,Npc|
14572,Npc|
14573,Npc|
14574,Npc|
14575,Npc|
14576,Npc|
14577,Npc|Rennala|Bullet|
14578,Npc|
14579,Npc|
14580,Npc|
14585,Npc|
14586,Npc|
14589,Npc|
14590,Npc|
14591,Npc|
14592,Npc|
14593,Npc|
14595,Npc|
14596,Npc|Rennala 2|Bullet|
14597,Npc|
14598,Npc|
14599,Npc|
14600,Npc|
14601,Npc|
14602,Npc|
14603,Npc|
14604,Npc|
14605,Npc|
14606,Npc|
14607,Npc|
14608,Npc|
14610,Npc|
14611,Npc|
14612,Npc|
14613,Npc|
14614,Npc|
14647,Npc|
14649,Npc|
14650,Npc|
14651,Npc|
14652,Npc|
14653,Npc|
14654,Npc|
14660,Npc|
14661,Npc|
14662,Npc|
14663,Npc|
14664,Npc|
14665,Npc|
14666,Npc|
14667,Npc|
14668,Npc|
14669,Npc|
14670,Npc|
14671,Npc|
14699,Npc|
14700,Npc|
14701,Npc|
14702,Npc|
14703,Npc|
14704,Npc|
14705,Npc|
14706,Npc|
14707,Npc|
14708,Npc|
14710,Npc|
14711,Npc|
14712,Npc|
14713,Npc|
14714,Npc|
14715,Npc|
14716,Npc|
14717,Npc|Hks c9997|
14720,Npc|
14721,Npc|
14722,Npc|
14723,Npc|
14724,Npc|
14725,Npc|
14726,Npc|
14727,Npc|
14728,Npc|
14749,Npc|
14750,Npc|
14751,Npc|
14760,Npc|
14762,Npc|
14765,Npc|
14766,Npc|
14767,Npc|
14768,Npc|
14769,Npc|
14770,Npc|
14771,Npc|
14780,Npc|Hks c9997|
14781,Npc|
14782,Npc|Hks c9997|
14785,Npc|
14790,Npc|
14791,Npc|
14792,Npc|
14793,Npc|
14794,Npc|
14795,Npc|
14796,Npc|
14797,Npc|
14799,Npc|
14800,Npc|
14801,Npc|
14802,Npc|
14803,Npc|
14804,Npc|
14805,Npc|
14806,Npc|
14807,Npc|
14808,Npc|
14809,Npc|
14850,Npc|
14851,Npc|
14852,Npc|
14853,Npc|
14854,Npc|
14855,Npc|
14856,Npc|Hks c9997|
14857,Npc|
14858,Npc|
14859,Npc|
14860,Npc|
14861,Npc|
14862,Npc|
14863,Npc|
14864,Npc|
14865,Npc|
14866,Npc|
14867,Npc|
14868,Npc|
14869,Npc|
14870,Npc|
14871,Npc|
14872,Npc|
14873,Npc|
14874,Npc|
14875,Npc|
14876,Npc|
14877,Npc|
14878,Npc|
14879,Npc|
14880,Npc|
14881,Npc|
14882,Npc|
14883,Npc|
14885,Npc|
14886,Npc|
14887,Npc|
14888,Npc|
14889,Npc|
14890,Npc|
14891,Npc|
14892,Npc|
14893,Npc|
14894,Npc|
14895,Npc|
14896,Npc|
14897,Npc|
14898,Npc|Ancient Dragon|Bullet|
14899,Npc|
14900,Npc|
14901,Npc|
14902,Npc|
14903,Npc|
14904,Npc|Hks c9997|
14905,Npc|
14906,Npc|
14907,Npc|
14908,Npc|Hks c9997|
14930,Npc|
14931,Npc|
14932,Npc|
14933,Npc|
14934,Npc|
14935,Npc|
14939,Npc|
14940,Npc|
14941,Npc|
14942,Npc|
14943,Npc|
14944,Npc|
14945,Npc|
14950,Npc|
14951,Npc|
14952,Npc|
14953,Npc|
14954,Npc|
14955,Npc|
14962,Npc|Hks c9997|
14963,Npc|
14964,Npc|
14965,Npc|
14966,Npc|
14980,Npc|
14981,Npc|
14999,Npc|
15000,Npc|
15001,Npc|
15002,Npc|
15003,Npc|
15004,Npc|
15005,Npc|
15006,Npc|
15007,Npc|
15008,Npc|
15010,Npc|Hks c9997|
15015,Npc|
15016,Npc|
15020,Npc|
15021,Npc|
15022,Npc|
15025,Npc|
15030,Npc|
15031,Npc|
15032,Npc|
15033,Npc|
15035,Npc|
15040,Npc|
15041,Npc|
15042,Npc|
15043,Npc|
15044,Npc|
15045,Npc|
15046,Npc|
15050,Npc|
15051,Npc|
15052,Npc|
15090,Npc|
15091,Npc|
15092,Npc|
15093,Npc|
15094,Npc|
15100,Npc|
15101,Npc|
15110,Npc|
15111,Npc|Hks c9997|
15112,Npc|Hks c9997|
15113,Npc|
15150,Npc|
15151,Npc|
15152,Npc|
15153,Npc|Hks c9997|
15154,Npc|Hks c9997|
15155,Npc|
15156,Npc|
15157,Npc|
15158,Npc|
15159,Npc|
15160,Npc|Hks c9997|
15200,Npc|
15201,Npc|
15202,Npc|
15203,Npc|
15204,Npc|
15205,Npc|
15206,Npc|
15207,Npc|
15208,Npc|
15209,Npc|
15210,Npc|
15211,Npc|
15212,Npc|
15213,Npc|
15214,Npc|
15215,Npc|
15216,Npc|
15217,Npc|
15218,Npc|
15219,Npc|
15220,Npc|
15250,Npc|Hks c9997|
15251,Npc|
15252,Npc|
15253,Npc|
15254,Npc|
15255,Npc|
15256,Npc|
15257,Npc|
15258,Npc|
15259,Npc|
15270,Npc|
15271,Npc|
15272,Npc|
15280,Npc|Hks c9997|
15281,Npc|Hks c9997|
15290,Npc|
15291,Npc|
15298,Npc|
15299,Npc|
15300,Npc|
15301,Npc|
15302,Npc|
15303,Npc|
15310,Npc|
15311,Npc|
15312,Npc|
15313,Npc|
15314,Npc|
15315,Npc|
15318,Npc|
15319,Npc|
15320,Npc|Hks c9997|
15321,Npc|Tibia Mariner|Bullet|
15322,Npc|Tibia Mariner|Bullet|Chain|
15323,Npc|
15324,Npc|
15325,Npc|
15326,Npc|
15327,Npc|
15328,Npc|
15329,Npc|
15330,Npc|
15331,Npc|
15335,Npc|
15338,Npc|
15339,Npc|
15340,Npc|Hks c9997|
15345,Npc|
15346,Npc|
15347,Npc|
15348,Npc|
15349,Npc|
15350,Npc|
15351,Npc|
15352,Npc|Hks c9997|
15353,Npc|Hks c9997|
15354,Npc|
15355,Npc|
15356,Npc|Hks c9997|
15357,Npc|
15358,Npc|
15359,Npc|Hks c9997|
15360,Npc|Hks c9997|
15361,Npc|
15362,Npc|
15363,Npc|
15364,Npc|
15365,Npc|
15366,Npc|Hks c9997|
15367,Npc|Hks c9997|
15368,Npc|Hks c9997|
15369,Npc|
15400,Npc|Hks c9997|
15401,Npc|
15402,Npc|
15403,Npc|
15404,Npc|
15405,Npc|
15406,Npc|
15407,Npc|
15408,Npc|
15409,Npc|
15430,Npc|
15440,Npc|
15441,Npc|
15442,Npc|
15443,Npc|Hks c9997|
15444,Npc|
15445,Npc|
15450,Npc|
15451,Npc|
15452,Npc|Godskin Apostle|Bullet|
15453,Npc|
15454,Npc|
15455,Npc|
15456,Npc|
15457,Npc|
15458,Npc|
15459,Npc|
15460,Npc|Hks c9997|
15461,Npc|
15465,Npc|
15466,Npc|
15467,Npc|Godskin Apostle|
15468,Npc|
15500,Npc|
15501,Npc|
15502,Npc|
15503,Npc|
15504,Npc|
15505,Npc|
15506,Npc|
15507,Npc|
15508,Npc|
15509,Npc|
15510,Npc|
15511,Npc|Godskin Noble|
15512,Npc|
15513,Npc|
15514,Npc|
15515,Npc|
15516,Npc|
15517,Npc|
15518,Npc|
15519,Npc|
15550,Npc|
15551,Npc|
15552,Npc|
15553,Npc|Hks c9997|
15554,Npc|
15555,Npc|
15556,Npc|
15557,Npc|
15600,Npc|
15601,Npc|
15602,Npc|
15603,Npc|
15604,Npc|
15605,Npc|
15606,Npc|
15607,Npc|
15608,Npc|
15609,Npc|
15610,Npc|
15611,Npc|
15612,Npc|
15613,Npc|
15650,Npc|
15651,Npc|
15652,Npc|
15653,Npc|
15654,Npc|
15655,Npc|
15656,Npc|
15657,Npc|
15658,Npc|
15659,Npc|
15660,Npc|
16000,Npc|
16001,Npc|
16002,Npc|
16003,Npc|
16004,Npc|
16005,Npc|
16006,Npc|
16007,Npc|
16008,Npc|
16009,Npc|
16010,Npc|
16011,Npc|
16012,Npc|
16013,Npc|
16014,Npc|
16015,Npc|
16016,Npc|
16017,Npc|
16018,Npc|
16019,Npc|
16020,Npc|
16021,Npc|
16022,Npc|
16023,Npc|
16024,Npc|
16025,Npc|
16026,Npc|
16027,Npc|
16028,Npc|
16029,Npc|
16030,Npc|
16031,Npc|
16032,Npc|
16033,Npc|
16034,Npc|
16040,Npc|
16045,Npc|
16046,Npc|
16047,Npc|
16048,Npc|
16049,Npc|
16050,Npc|
16051,Npc|
16052,Npc|
16053,Npc|
16054,Npc|
16055,Npc|
16056,Npc|
16057,Npc|
16058,Npc|
16059,Npc|
16060,Npc|
16061,Npc|
16062,Npc|
16063,Npc|
16064,Npc|
16065,Npc|
16066,Npc|
16067,Npc|
16068,Npc|
16069,Npc|
16070,Npc|
16071,Npc|
16072,Npc|
16073,Npc|
16074,Npc|
16075,Npc|
16076,Npc|
16077,Npc|
16078,Npc|
16079,Npc|
16081,Npc|
16082,Npc|
16116,Npc|
16117,Npc|
16125,Npc|
16126,Npc|
16127,Npc|
16130,Npc|
16139,Npc|
16140,Npc|
16141,Npc|
16142,Npc|
16145,Npc|
16146,Npc|
16148,Npc|
16149,Npc|
16150,Npc|
16151,Npc|
16152,Npc|
16153,Npc|Hks c9997|
16154,Npc|
16155,Npc|
16156,Npc|
16157,Npc|
16158,Npc|
16159,Npc|Hks c9997|
16160,Npc|
16161,Npc|
16200,Hks c9997|Morgott|
16201,Npc|Morgott|
16202,Npc|Morgott|
16203,Npc|Morgott|
16204,Npc|Morgott|
16205,Npc|Morgott|
16206,Npc|Morgott|
16207,Npc|Morgott|State 467 Bloodbehavior|Deathflame Explosion On Player|250 Holy Dam|
16208,Npc|Morgott|
16209,Npc|Morgott|
16210,Npc|Morgott|
16211,Npc|Morgott|
16212,Npc|Morgott|
16213,Npc|Morgott|
16214,Npc|Morgott|
16215,Npc|Morgott|
16216,Npc|Morgott|
16217,Npc|Morgott|
16218,Npc|Morgott|
16219,Npc|Morgott|
16220,Npc|Morgott|
16221,Npc|Morgott|
16222,Npc|Morgott|
16223,Npc|Morgott|
16224,Npc|Morgott|
16225,Npc|Morgott|
16226,Npc|Morgott|
16227,Npc|Morgott|
16228,Npc|Morgott|
16229,Npc|Morgott|
16230,Npc|Morgott Phase 2|Animation Offset +1m|
16231,Npc|Morgott|
16232,Npc|Morgott|
16233,Npc|Morgott|
16238,Npc|Morgott|Hks c9997|
16239,Npc|Morgott|Hks c9997|
16240,Npc|Morgott|
16246,Npc|Morgott|
16247,Npc|Morgott|Hks c9997|
16248,Npc|Morgott|Hks c9997|
16249,Npc|Morgott|Hks c9997|
16250,Npc|Morgott|
16251,Npc|Morgott|
16252,Npc|Morgott|
16253,Npc|Morgott|
16254,Npc|Morgott|
16260,Npc|
16265,Npc|
16266,Npc|
16270,Npc|
16271,Npc|
16280,Npc|
16281,Npc|
16282,Npc|
16283,Npc|
16284,Npc|
16285,Npc|
16286,Npc|
16290,Npc|
16291,Npc|
16292,Npc|
16295,Npc|
16296,Npc|
16297,Npc|
16299,Npc|
16300,Npc|
16301,Npc|Hks c9997|
16302,Npc|
16303,Npc|
16304,Npc|
16305,Npc|Hks c9997|
16306,Npc|Hks c9997|
16307,Npc|
16308,Npc|
16309,Npc|
16310,Npc|
16311,Npc|
16312,Npc|
16313,Npc|
16314,Npc|
16315,Npc|
16316,Npc|Spirit Summon|Fade In|
16317,Npc|
16318,Npc|
16319,Npc|
16349,Npc|
16400,Npc|
16401,Npc|
16402,Npc|
16403,Npc|
16404,Npc|
16405,Npc|
16406,Npc|
16407,Npc|
16408,Npc|
16409,Npc|
16410,Npc|
16411,Npc|
16412,Npc|
16413,Npc|
16414,Npc|Elemer Of The Briar|
16415,Npc|
16416,Npc|
16417,Npc|
16418,Npc|
16419,Npc|
16420,Npc|
16421,Npc|
16422,Npc|
16423,Npc|
16424,Npc|
16425,Npc|Hks c9997|
16426,Npc|
16449,Npc|
16450,Npc|
16451,Npc|
16452,Npc|
16453,Npc|
16454,Npc|
16455,Npc|
16456,Npc|
16457,Npc|
16458,Npc|
16459,Npc|
16460,Npc|
16461,Npc|
16462,Npc|
16463,Npc|
16464,Npc|
16465,Npc|
16466,Npc|
16467,Npc|
16468,Npc|
16469,Npc|
16470,Npc|
16471,Npc|
16472,Npc|
16473,Npc|
16474,Npc|
16475,Npc|
16480,Npc|
16481,Npc|
16482,Npc|Fallingstar Beast Bullet|Purple Gravity Lightning And Rocks Raising From Ground Around You|
16484,Npc|
16485,Npc|
16486,Hks c9997|
16488,Npc|Fallingstar Beast|
16489,Npc|
16490,Npc|
16495,Npc|
16496,Npc|Menacing Purple Gravity Galaxy Aura|
16500,Npc|
16501,Npc|
16502,Npc|
16503,Npc|
16504,Npc|
16505,Npc|
16506,Npc|
16507,Npc|
16508,Npc|
16509,Npc|
16510,Npc|
16511,Npc|
16512,Npc|
16513,Npc|Omen Phase 2|Animation Offset +1m|
16514,Npc|Omen Phase 2|Animation Offset +1m|
16515,Npc|
16516,Npc|
16517,Npc|
16518,Npc|
16519,Npc|
16520,Npc|
16530,Npc|
16531,Npc|
16532,Npc|
16539,Npc|
16549,Npc|
16550,Npc|
16551,Npc|
16552,Npc|
16553,Npc|
16554,Npc|
16555,Npc|
16556,Npc|
16557,Npc|
16558,Npc|
16559,Npc|
16560,Npc|
16561,Npc|
16562,Npc|
16563,Npc|
16564,Npc|
16565,Npc|
16566,Npc|Hks c9997|
16567,Npc|
16568,Npc|
16569,Npc|
16570,Npc|
16571,Npc|
16572,Npc|
16573,Npc|
16574,Npc|
16575,Npc|
16576,Npc|
16577,Npc|
16580,Npc|
16581,Npc|
16582,Npc|
16583,Npc|
16590,Npc|
16591,Npc|
16592,Npc|
16593,Npc|
16595,Npc|
16596,Npc|
16600,Npc|
16601,Npc|
16605,Npc|
16606,Npc|
16610,Npc|
16611,Npc|
16613,Npc|
16614,Npc|
16615,Npc|
16620,Npc|
16621,Npc|
16622,Npc|
16623,Npc|
16624,Npc|
16625,Npc|
16626,Npc|
16627,Npc|
16630,Npc|
16631,Npc|
16632,Npc|
16633,Npc|
16634,Npc|
16635,Npc|
16636,Npc|
16637,Npc|
16649,Npc|
16650,Npc|
16651,Npc|
16653,Npc|
16654,Npc|
16655,Npc|
16656,Npc|
16657,Npc|
16658,Npc|
16659,Npc|
16660,Npc|
16661,Npc|
16662,Npc|
16663,Npc|
16664,Npc|
16665,Npc|
16666,Npc|
16670,Npc|
16671,Npc|
16672,Npc|
16680,Npc|
16681,Npc|
16682,Npc|
16683,Npc|
16684,Npc|
16690,Npc|
16691,Npc|
16695,Npc|
16696,Npc|
16700,Npc|
16710,Npc|
16711,Npc|
16712,Npc|
16713,Npc|
16714,Npc|
16720,Npc|
16721,Npc|
16722,Npc|
16723,Npc|
16730,Npc|
16740,Npc|
16741,Npc|
16743,Npc|
16744,Npc|
16745,Npc|
16746,Npc|
16747,Npc|
16749,Npc|
16750,Npc|
16751,Npc|
16752,Npc|
16753,Npc|
16754,Npc|
16755,Npc|
16756,Npc|
16800,Npc|
16801,Npc|
16802,Npc|
16803,Npc|
16804,Npc|
16805,Npc|
16850,Npc|
16851,Npc|
16852,Npc|
16853,Npc|
16857,Npc|
16858,Npc|
16859,Npc|
16860,Npc|
16866,Npc|
16867,Npc|
16868,Npc|
16870,Npc|
16871,Npc|
16875,Npc|
16876,Npc|
16880,Npc|
16881,Npc|
16885,Npc|
16886,Npc|
16890,Npc|
16891,Npc|
16892,Npc|
16895,Npc|
16896,Npc|
16897,Npc|
16898,Npc|
16899,Npc|
16900,Npc|
16901,Npc|
16902,Npc|
16903,Npc|
16904,Npc|
16905,Npc|
16906,Npc|
16940,Npc|
16941,Npc|
16942,Npc|
16950,Npc|
16951,Npc|
16952,Npc|
16954,Npc|
16955,Npc|
16956,Npc|
16957,Npc|
16958,Npc|
16959,Npc|
17000,Npc|State 412|
17001,Npc|State 413|
17002,Npc|State 414|
17003,Npc|State 416|
17004,Npc|State 415|
17005,Npc|State 412|
17006,Npc|State 416|
17008,Npc|State 369|
17009,Npc|
17010,Npc|Vfx Id 53510|
17011,Npc|Vfx Id 53511|
17012,Npc|Vfx Id 53512|
17015,Npc|
