ID,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
8189,Iji's Confession,イジーの告白書,伊吉的自白信,[ERROR]Iji's Confession,,Исповедь Иджи,,
8190,Knifeprint Clue,刻印の手がかり,烙印的线索,Зачіпка: відмітка ножа,,Ключ к разгадке: отметка от ножа,,
8191,Cursemark of Death,死の呪痕,死亡的咒痕,Проклята мітка смерті,,Знак проклятия,,
8192,Asimi's Husk,アスィミの抜け殻,阿史米的蜕壳,[ERROR]Asimi's Husk,,,,
8193,Seedbed Curse,苗床の呪い,温床的诅咒,Прокляття розсадника,,Проклятие посева,,
8194,The Stormhawk King,嵐鷹の古王,风暴鹰古王,Король штормових яструбів,,Король штормовых ястребов,,
8195,"Asimi, Silver Chrysalid",銀の蛹、アスィミ,“银蛹”阿史米,"[ERROR]Asimi, Silver Chrysalid",,,,
8196,Unalloyed Gold Needle,無垢金の針,纯净金针,Голка з чистого золота,,Игла из чистого золота,,
8197,Sewer-Gaol Key,下水牢の鍵,下水道监牢钥匙,Ключ від каналізаційної темниці,,Ключ от канализационной тюрьмы,,
8198,Meeting Place Map,待ち合わせの地図,会合用的地图,Мапа з місцем зустрічі,,Карта с местом встречи,,
8199,Discarded Palace Key,捨てられた王家の鍵,被丢弃的王室钥匙,Викинутий королівський ключ,,Ключ от заброшенного дворца,,
8200,Homing Instinct Painting,絵画「帰巣」,绘画《归巢》,Картина «Відчуття дому»,,Картина «Возвращение домой»,,
8201,Resurrection Painting,絵画「再誕」,绘画《再世》,Картина «Відродженя»,,Картина «Возрождение»,,
8202,Champion's Song Painting,絵画「英雄の歌」,绘画《英雄之歌》,Картина «Пісня чемпіона»,,Картина «Песнь героя»,,
8203,Sorcerer Painting,絵画「魔術師」,绘画《魔法师》,Картина «Чародій»,,Картина «Чародей»,,
8204,Prophecy Painting,絵画「預言」,绘画《预言》,Картина «Пророцтво»,,Картина «Пророчество»,,
8205,Flightless Bird Painting,絵画「飛べない鳥」,绘画《不飞之鸟》,Картина «Нелетюча птаха»,,Картина «Нелетающая птица»,,
8206,Redmane Painting,絵画「赤獅子」,绘画《红狮子》,Картина «Рудогривий»,,Картина «Рыжая Грива»,,
8221,Zorayas's Letter,ゾラーヤスの手紙,泽菈雅丝的信,Лист Зораяс,,Письмо Зораяс,,
8222,Alexander's Innards,アレキサンダーの中身,亚历山大的内容物,Нутрощі Александера,,Внутренности Александра,,
8223,Rogier's Letter,ロジェールの手紙,罗杰尔的信,Лист Роджера,,Письмо Рожера,,
8500,Crafting Kit,ツール鞄,工具皮袋,Набір інструментів,,Набор мастера,,
8590,Whetstone Knife,砥石の小刀,砥石小刀,Точильний ніж,,Точильный нож,,
8600,"Map: Limgrave, West",地図断片：リムグレイブ西部,地图碎片：宁姆格福（西）,"Мапа: Замогилля, захід",,"Карта: Замогилье, запад",,
8601,Map: Weeping Peninsula,地図断片：啜り泣きの半島,地图碎片：啜泣半岛,Мапа: Півострів плачу,,Карта: Плачущий полуостров,,
8602,"Map: Limgrave, East",地図断片：リムグレイブ東部,地图碎片：宁姆格福（东）,"Мапа: Замогилля, схід",,"Карта: Замогилье, восток",,
8603,"Map: Liurnia, East",地図断片：リエーニエ東部,地图碎片：利耶尼亚（东）,"Мапа: Ліурнія, схід",,"Карта: Лиурния, восток",,
8604,"Map: Liurnia, North",地図断片：リエーニエ北部,地图碎片：利耶尼亚（北）,"Мапа: Ліурнія, північ",,"Карта: Лиурния, север",,
8605,"Map: Liurnia, West",地図断片：リエーニエ西部,地图碎片：利耶尼亚（西）,"Мапа: Ліурнія, захід",,"Карта: Лиурния, запад",,
8606,Map: Altus Plateau,地図断片：アルター高原,地图碎片：亚坛高原,Мапа: Плато Альтус,,Карта: плато Альтус,,
8607,"Map: Leyndell, Royal Capital",地図断片：王都ローデイル,地图碎片：王城罗德尔,"Мапа: Лейнделл, королівська столиця",,"Карта: Лейнделл, столица королевства",,
8608,Map: Mt. Gelmir,地図断片：ゲルミア火山,地图碎片：格密尔火山,Мапа: Гора Ґельмір,,Карта: вулкан Гельмир,,
8609,Map: Caelid,地図断片：ケイリッド,地图碎片：盖利德,Мапа: Кейлід,,Карта: Звёздные пустоши,,
8610,Map: Dragonbarrow,地図断片：竜塚,地图碎片：龙墓,Мапа: Драконячий курган,,Карта: Драконий курган,,
8611,"Map: Mountaintops of the Giants, West",地図断片：巨人山嶺西部,地图碎片：巨人山顶（西）,"Мапа: Гірські вершини велетнів, захід",,"Карта: Вершины великанов, запад",,
8612,"Map: Mountaintops of the Giants, East",地図断片：巨人山嶺東部,地图碎片：巨人山顶（东）,"Мапа: Гірські вершини велетнів, схід",,"Карта: Вершины великанов, восток",,
8613,Map: Ainsel River,地図断片：エインセル河,地图碎片：安瑟尔河,Мапа: Річка Ейнзель,,Карта: река Ансель,,
8614,Map: Lake of Rot,地図断片：腐れ湖,地图碎片：腐败湖,Мапа: Озеро гнилі,,Карта: озеро Гнили,,
8615,Map: Siofra River,地図断片：シーフラ河,地图碎片：希芙拉河,Мапа: Річка Сіофра,,Карта: река Сиофра,,
8616,Map: Mohgwyn Palace,地図断片：モーグウィン王朝,地图碎片：蒙格温王朝,Мапа: Палац Моґвинів,,Карта: дворец Могвинов,,
8617,Map: Deeproot Depths,地図断片：深き根の底,地图碎片：深根底层,Мапа: Кореневі глибини,,Карта: низовье Глубокого Корня,,
8618,Map: Consecrated Snowfield,地図断片：聖別雪原,地图碎片：化圣雪原,Мапа: Священна снігова долина,,Карта: священное заснеженное поле,,
8660,Mirage Riddle,蜃気楼の謎かけ,海市蜃楼的谜题,Загадка міражу,,Загадка Миража,,
8700,Note: Hidden Cave,文書「隠し洞窟について」,文件：关于隐藏洞窟,Записка: прихована печера,,Заметка «Тайная пещера»,,
8701,Note: Imp Shades,文書「インプ共の影について」,文件：关于小恶魔群的影子,Записка: бісівські тіні,,Заметка «Тени бесов»,,
8702,Note: Flask of Wondrous Physick,文書「霊薬の聖杯瓶について」,文件：关于灵药圣杯瓶,Записка: фляга з чудодійним зіллям,,Заметка «Фляга с чудесным снадобьем»,,
8703,Note: Stonedigger Trolls,文書「石掘りトロルについて」,文件：关于挖石山妖,Записка: тролі-каменярі,,Заметка «Тролли-камнекопы»,,
8704,Note: Walking Mausoleum,文書「歩く霊廟について」,文件：关于漫步灵庙,Записка: мандрівний мавзолей,,Заметка «Блуждающий мавзолей»,,
8705,Note: Unseen Assassins,文書「姿なき刺客について」,文件：关于看不见身影的刺客,Записка: невидимі вбивці,,Заметка «Незаметные убийцы»,,
8706,Note: Great Coffins,文書「大棺について」,文件：关于大棺木,[ERROR]Note: Great Coffins,,Заметка «Огромные гробы»,,
8707,Note: Flame Chariots,文書「火の戦車について」,文件：关于火焰战车,Записка: полум'яні колісниці,,Заметка «Огненные колесницы»,,
8708,Note: Demi-human Mobs,文書「亜人どもについて」,文件：关于亚人集团,Записка: зграї напівлюдей,,Заметка «Враги-полулюди»,,
8709,Note: Land Squirts,文書「陸ほやについて」,文件：关于陆生海鞘,Записка: земляні бризкуни,,Заметка «Земляные брызгуны»,,
8710,Note: Gravity's Advantage,文書「重力の力について」,文件：关于重力的力量,Записка: перевага гравітації,,Заметка «О пользе гравитации»,,
8711,Note: Revenants,文書「幽鬼について」,文件：关于幽魂,Записка: мертвяки,,Заметка «Привидения»,,
8712,Note: Waypoint Ruins,文書「宿場跡について」,文件：关于驿站街遗迹,Записка: подорожні руїни,,Заметка «Руины поселения»,,
8713,Note: Gateway,文書「転送門について」,文件：关于传送门,Записка: ворота,,Заметка «Врата»,,
8714,Note: Miquella's Needle,文書「ミケラの針について」,文件：关于米凯拉的针,Записка: голка Мікелли,,Заметка «Игла Микеллы»,,
8715,Note: Frenzied Flame Village,文書「狂い火村について」,文件：关于癫火村,Записка: селище Полум'я несамовитості,,Заметка «Деревня Яростного Пламени»,,
8716,Note: The Lord of Frenzied Flame,文書「狂い火の主について」,文件：关于癫火之主,Записка: Володар Полум'я несамовитості,,Заметка «Владыка Яростного Пламени»,,
8750,Note: Hidden Cave,文書「隠し洞窟について」,文件：关于隐藏洞窟,Записка: прихована печера,,Заметка «Тайная пещера»,,
8751,Note: Imp Shades,文書「インプ共の影について」,文件：关于小恶魔群的影子,Записка: бісівські тіні,,Заметка «Тени бесов»,,
8752,Note: Flask of Wondrous Physick,文書「霊薬の聖杯瓶について」,文件：关于灵药圣杯瓶,Записка: фляга з чудодійним зіллям,,Заметка «Фляга с чудесным снадобьем»,,
8753,Note: Stonedigger Trolls,文書「石掘りトロルについて」,文件：关于挖石山妖,Записка: тролі-каменярі,,Заметка «Тролли-камнекопы»,,
8754,Note: Walking Mausoleum,文書「歩く霊廟について」,文件：关于漫步灵庙,Записка: мандрівний мавзолей,,Заметка «Блуждающий мавзолей»,,
8755,Note: Unseen Assassins,文書「姿なき刺客について」,文件：关于看不见身影的刺客,Записка: невидимі вбивці,,Заметка «Незаметные убийцы»,,
8756,Note: Great Coffins,文書「大棺について」,文件：关于大棺木,[ERROR]Note: Great Coffins,,Заметка «Огромные гробы»,,
8757,Note: Flame Chariots,文書「火の戦車について」,文件：关于火焰战车,Записка: полум'яні колісниці,,Заметка «Огненные колесницы»,,
8758,Note: Demi-human Mobs,文書「亜人どもについて」,文件：关于亚人集团,Записка: зграї напівлюдей,,Заметка «Враги-полулюди»,,
8759,Note: Land Squirts,文書「陸ほやについて」,文件：关于陆生海鞘,Записка: земляні бризкуни,,Заметка «Земляные брызгуны»,,
8760,Note: Gravity's Advantage,文書「重力の力について」,文件：关于重力的力量,Записка: перевага гравітації,,Заметка «О пользе гравитации»,,
8761,Note: Revenants,文書「幽鬼について」,文件：关于幽魂,Записка: мертвяки,,Заметка «Привидения»,,
8762,Note: Waypoint Ruins,文書「宿場跡について」,文件：关于驿站街遗迹,Записка: подорожні руїни,,Заметка «Руины поселения»,,
8763,Note: Gateway,文書「転送門について」,文件：关于传送门,Записка: ворота,,Заметка «Врата»,,
8765,Note: Frenzied Flame Village,文書「狂い火村について」,文件：关于癫火村,Записка: селище Полум'я несамовитості,,Заметка «Деревня Яростного Пламени»,,
8850,Conspectus Scroll,教室のスクロール,教室卷轴,Сувій доктрини,,Свиток с конспектом,,
8851,Royal House Scroll,王家のスクロール,王室卷轴,Сувій королівського дому,,Свиток королевской семьи,,
8855,Fire Monks' Prayerbook,火の僧兵の祈祷書,火焰习武修士祷告书,Молитовник вогняних монахів,,Молитвослов огненного монаха,,
8856,Giant's Prayerbook,巨人の祈祷書,巨人祷告书,Молитовник велетня,,Молитвослов великана,,
8857,Godskin Prayerbook,神肌の祈祷書,神皮祷告书,Богошкірний молитовник,,Молитвослов божественной кожи,,
8858,Two Fingers' Prayerbook,二本指の祈祷書,双指祷告书,Молитовник Двох Перстів,,Молитвослов Двух Пальцев,,
8859,Assassin's Prayerbook,暗部の祈祷書,刺客祷告书,Молитовник вбивці,,Молитвослов убийцы,,
8860,Erdtree Prayerbook,黄金樹の祈祷書,黄金树祷告书,Молитовник Золотого дерева,,Молитвослов Древа Эрд,,
8861,Erdtree Codex,黄金樹の古文書,黄金树古文书,Кодекс Золотого дерева,,Рукопись Древа Эрд,,
8862,Golden Order Principia,黄金律原論,黄金律法原本,Засади Золотого устрою,,Основы Золотого порядка,,
8863,Golden Order Principles,黄金律原論,黄金律法原本,[ERROR]Golden Order Principles,,Основы Золотого порядка,,
8864,Dragon Cult Prayerbook,竜信仰の祈祷書,龙信仰祷告书,Молитовник драконячого культу,,Молитвослов культа драконов,,
8865,Ancient Dragon Prayerbook,古き竜の祈祷書,古龙祷告书,Молитовник прадавнього дракона,,Молитвослов древних драконов,,
8866,Academy Scroll,学院のスクロール,学院卷轴,Сувій академії,,Свиток из академии,,
8910,Pidia's Bell Bearing,ピディの鈴玉,毕迪的铃珠,Кулястий дзвоник Підії,,Колокольная сфера Пидии,,
8911,Seluvis's Bell Bearing,セルブスの鈴玉,赛尔维斯的铃珠,Кулястий дзвоник Селувіса,,Колокольная сфера Селувиса,,
8912,Patches' Bell Bearing,パッチの鈴玉,帕奇的铃珠,Кулястий дзвоник Клаптя,,Колокольная сфера Лоскутика,,
8913,Sellen's Bell Bearing,セレンの鈴玉,瑟濂的铃珠,Кулястий дзвоник Селлен,,Колокольная сфера Селлены,,
8915,D's Bell Bearing,Ｄの鈴玉,Ｄ的铃珠,Кулястий дзвоник Ді,,Колокольная сфера Ди,,
8916,Bernahl's Bell Bearing,ベルナールの鈴玉,贝纳尔的铃珠,Кулястий дзвоник Бернала,,Колокольная сфера Бернала,,
8917,Miriel's Bell Bearing,ミリエルの鈴玉,米利耶的铃珠,Кулястий дзвоник Міріеля,,Колокольная сфера Мириэля,,
8918,Gostoc's Bell Bearing,ゴストークの鈴玉,葛托克的铃珠,Кулястий дзвоник Ґостока,,Колокольная сфера Гостока,,
8919,Thops's Bell Bearing,トープスの鈴玉,托普斯的铃珠,Кулястий дзвоник Топса,,Колокольная сфера Топса,,
8920,Kalé's Bell Bearing,カーレの鈴玉,咖列的铃珠,Кулястий дзвоник Кале,,Колокольная сфера Кале,,
8921,Nomadic Merchant's Bell Bearing [1],放浪商人の鈴玉【１】,流浪商人的铃珠【１】,Кулястий дзвоник торговця-кочівника [1],,Колокол. сфера торговца-кочевника [1],,
8922,Nomadic Merchant's Bell Bearing [2],放浪商人の鈴玉【２】,流浪商人的铃珠【２】,Кулястий дзвоник торговця-кочівника [2],,Колокол. сфера торговца-кочевника [2],,
8923,Nomadic Merchant's Bell Bearing [3],放浪商人の鈴玉【３】,流浪商人的铃珠【３】,Кулястий дзвоник торговця-кочівника [3],,Колокол. сфера торговца-кочевника [3],,
8924,Nomadic Merchant's Bell Bearing [4],放浪商人の鈴玉【４】,流浪商人的铃珠【４】,Кулястий дзвоник торговця-кочівника [4],,Колокол. сфера торговца-кочевника [4],,
8925,Nomadic Merchant's Bell Bearing [5],放浪商人の鈴玉【５】,流浪商人的铃珠【５】,Кулястий дзвоник торговця-кочівника [5],,Колокол. сфера торговца-кочевника [5],,
8926,Isolated Merchant's Bell Bearing [1],隠遁商人の鈴玉【１】,隐居商人的铃珠【１】,Кулястий дзвоник торговця-самітника [1],,Колокол. сфера торговца-затворника [1],,
8927,Isolated Merchant's Bell Bearing [2],隠遁商人の鈴玉【２】,隐居商人的铃珠【２】,Кулястий дзвоник торговця-самітника [2],,Колокол. сфера торговца-затворника [2],,
8928,Nomadic Merchant's Bell Bearing [6],放浪商人の鈴玉【６】,流浪商人的铃珠【６】,Кулястий дзвоник торговця-кочівника [6],,Колокол. сфера торговца-кочевника [6],,
8929,Hermit Merchant's Bell Bearing [1],世捨て商人の鈴玉【１】,遁世商人的铃珠【１】,Кулястий дзвоник торговця-відлюдника [1],,Колокол. сфера торговца-отшельника [1],,
8930,Nomadic Merchant's Bell Bearing [7],放浪商人の鈴玉【７】,流浪商人的铃珠【７】,Кулястий дзвоник торговця-кочівника [7],,Колокол. сфера торговца-кочевника [7],,
8931,Nomadic Merchant's Bell Bearing [8],放浪商人の鈴玉【８】,流浪商人的铃珠【８】,Кулястий дзвоник торговця-кочівника [8],,Колокол. сфера торговца-кочевника [8],,
8932,Nomadic Merchant's Bell Bearing [9],放浪商人の鈴玉【９】,流浪商人的铃珠【９】,Кулястий дзвоник торговця-кочівника [9],,Колокол. сфера торговца-кочевника [9],,
8933,Nomadic Merchant's Bell Bearing [10],放浪商人の鈴玉【１０】,流浪商人的铃珠【１０】,Кулястий дзвоник торговця-кочівника [10],,Колокол. сфера торговца-кочевника [10],,
8934,Nomadic Merchant's Bell Bearing [11],放浪商人の鈴玉【１１】,流浪商人的铃珠【１１】,Кулястий дзвоник торговця-кочівника [11],,Колокол. сфера торговца-кочевника [11],,
8935,Isolated Merchant's Bell Bearing [3],隠遁商人の鈴玉【３】,隐居商人的铃珠【３】,Кулястий дзвоник торговця-самітника [3],,Колокол. сфера торговца-затворника [3],,
8936,Hermit Merchant's Bell Bearing [2],世捨て商人の鈴玉【２】,遁世商人的铃珠【２】,Кулястий дзвоник торговця-відлюдника [2],,Колокол. сфера торговца-отшельника [2],,
8937,Abandoned Merchant's Bell Bearing,取り残された商人の鈴玉,见弃商人的铃珠,Кулястий дзвоник покинутого торговця,,Колокол. сфера брошенного торговца,,
8938,Hermit Merchant's Bell Bearing [3],世捨て商人の鈴玉【３】,遁世商人的铃珠【３】,Кулястий дзвоник торговця-відлюдника [3],,Колокол. сфера торговца-отшельника [3],,
8939,Imprisoned Merchant's Bell Bearing,囚われ商人の鈴玉,受囚商人的铃珠,Кулястий дзвоник ув'язненого торговця,,Колокол. сфера заключённого торговца,,
8940,Iji's Bell Bearing,イジーの鈴玉,伊吉的铃珠,Кулястий дзвоник Іджі,,Колокольная сфера Иджи,,
8941,Rogier's Bell Bearing,ロジェールの鈴玉,罗杰尔的铃珠,Кулястий дзвоник Роджера,,Колокольная сфера Рожера,,
8942,Blackguard's Bell Bearing,ならず者の鈴玉,流氓的铃珠,Кулястий дзвоник Чорностража,,Колокольная сфера чёрного стража,,
8943,Corhyn's Bell Bearing,コリンの鈴玉,柯林的铃珠,Кулястий дзвоник Корина,,Колокольная сфера Корина,,
8944,Gowry's Bell Bearing,ゴーリーの鈴玉,格威的铃珠,Кулястий дзвоник Ґоврі,,Колокольная сфера Гоури,,
8945,Bone Peddler's Bell Bearing,骨売りの鈴玉,兽骨贩子的铃珠,Кулястий дзвоник торговця кістками,,Колокольная сфера торговца костями,,
8946,Meat Peddler's Bell Bearing,肉売りの鈴玉,兽肉贩子的铃珠,Кулястий дзвоник м'ясника,,Колокольная сфера мясника,,
8947,Medicine Peddler's Bell Bearing,薬売りの鈴玉,苔药贩子的铃珠,Кулястий дзвоник аптекаря,,Колокольная сфера торговца лекарствами,,
8948,Gravity Stone Peddler's Bell Bearing,重力売りの鈴玉,重力贩子的铃珠,Кулястий дзвоник торговця гравікаменями,,Колокольная сфера торговца гравикамнями,,
8951,Smithing-Stone Miner's Bell Bearing [1],鍛石掘りの鈴玉【１】,锻造石矿工的铃珠【１】,Кулястий дзвоник гірника-коваля [1],,Кузнечная колокол. сфера рудокопа [1],,
8952,Smithing-Stone Miner's Bell Bearing [2],鍛石掘りの鈴玉【２】,锻造石矿工的铃珠【２】,Кулястий дзвоник гірника-коваля [2],,Кузнечная колокол. сфера рудокопа [2],,
8953,Smithing-Stone Miner's Bell Bearing [3],鍛石掘りの鈴玉【３】,锻造石矿工的铃珠【３】,Кулястий дзвоник гірника-коваля [3],,Кузнечная колокол. сфера рудокопа [3],,
8954,Smithing-Stone Miner's Bell Bearing [4],鍛石掘りの鈴玉【４】,锻造石矿工的铃珠【４】,Кулястий дзвоник гірника-коваля [4],,Кузнечная колокол. сфера рудокопа [4],,
8955,Somberstone Miner's Bell Bearing [1],喪色掘りの鈴玉【１】,失色石矿工的铃珠【１】,Блідий кулястий дзвоник гірника [1],,Мрачная кузнеч. колокол. сфера рудокопа [1],,
8956,Somberstone Miner's Bell Bearing [2],喪色掘りの鈴玉【２】,失色石矿工的铃珠【２】,Блідий кулястий дзвоник гірника [2],,Мрачная кузнеч. колокол. сфера рудокопа [2],,
8957,Somberstone Miner's Bell Bearing [3],喪色掘りの鈴玉【３】,失色石矿工的铃珠【３】,Блідий кулястий дзвоник гірника [3],,Мрачная кузнеч. колокол. сфера рудокопа [3],,
8958,Somberstone Miner's Bell Bearing [4],喪色掘りの鈴玉【４】,失色石矿工的铃珠【４】,Блідий кулястий дзвоник гірника [4],,Мрачная кузнеч. колокол. сфера рудокопа [4],,
8959,Somberstone Miner's Bell Bearing [5],喪色掘りの鈴玉【５】,失色石矿工的铃珠【５】,Блідий кулястий дзвоник гірника [5],,Мрачная кузнеч. колокол. сфера рудокопа [5],,
8960,Glovewort Picker's Bell Bearing [1],すずらん摘みの鈴玉【１】,铃兰摘采工的铃珠【１】,Кулястий дзвоник збирача конвалій [1],,Колокол. сфера сборщика ландыша [1],,
8961,Glovewort Picker's Bell Bearing [2],すずらん摘みの鈴玉【２】,铃兰摘采工的铃珠【２】,Кулястий дзвоник збирача конвалій [2],,Колокол. сфера сборщика ландыша [2],,
8962,Glovewort Picker's Bell Bearing [3],すずらん摘みの鈴玉【３】,铃兰摘采工的铃珠【３】,Кулястий дзвоник збирача конвалій [3],,Колокол. сфера сборщика ландыша [3],,
8963,Ghost-Glovewort Picker's Bell Bearing [1],霊姿摘みの鈴玉【１】,灵依摘采工的铃珠【１】,Кулястий дзвоник збирача примарних конвалій [1],,Колокол. сфера сборщика призр. ландыша [1],,
8964,Ghost-Glovewort Picker's Bell Bearing [2],霊姿摘みの鈴玉【２】,灵依摘采工的铃珠【２】,Кулястий дзвоник збирача примарних конвалій [2],,Колокол. сфера сборщика призр. ландыша [2],,
8965,Ghost-Glovewort Picker's Bell Bearing [3],霊姿摘みの鈴玉【３】,灵依摘采工的铃珠【３】,Кулястий дзвоник збирача примарних конвалій [3],,Колокол. сфера сборщика призр. ландыша [3],,
8970,Iron Whetblade,鉄の砥石刃,铁制砥石刀,Залізний точильний ніж,,Железный точильный клинок,,
8971,Red-Hot Whetblade,灼けた砥石刃,灼热砥石刀,Розжарений точильний ніж,,Раскалённый точильный клинок,,
8972,Sanctified Whetblade,聖なる砥石刃,神圣砥石刀,Освячений точильний ніж,,Освящённый точильный клинок,,
8973,Glintstone Whetblade,輝石の砥石刃,辉石砥石刀,Блискамінний точильний ніж,,Блестящий точильный клинок,,
8974,Black Whetblade,黒い砥石刃,漆黑砥石刀,Чорний точильний ніж,,Чёрный точильный клинок,,
8975,Unalloyed Gold Needle,無垢金の針,纯净金针,Голка з чистого золота,,Игла из чистого золота,,
8976,Unalloyed Gold Needle,無垢金の針,纯净金针,Голка з чистого золота,,Игла из чистого золота,,
8977,Valkyrie's Prosthesis,戦乙女の義手,女武神的义手,Протез валькірії,,Протез валькирии,,
8978,Sellia's Secret,サリアの街の秘密,瑟利亚镇的秘密,Таємниця Селлії,,Тайна Селлии,,
8979,Beast Eye,獣の瞳,野兽眼眸,Око звіра,,Глаз зверя,,
8980,Weathered Dagger,蝕まれた短剣,侵蚀短剑,Давній кинджал,,Старинный кинжал,,
9000,Bow,一礼,敬礼,Уклін,,Поклон,,
9001,Polite Bow,お辞儀,郑重敬礼,Ввічливий уклін,,Учтивый поклон,,
9002,My Thanks,感謝を,致谢,Дякую,,Спасибо,,
9003,Curtsy,カーテシー,屈膝礼,Реверанс,,Реверанс,,
9004,Reverential Bow,恭しい一礼,恭敬敬礼,Шанобливий уклін,,Почтительный поклон,,
9005,My Lord,我が王よ,吾王啊,Мій володар,,Мой повелитель,,
9006,Warm Welcome,歓迎,欢迎,Тепле вітання,,Тёплое приветствие,,
9007,Wave,手を振る,挥手,Помахати,,Взмах рукой,,
9008,Casual Greeting,よっ,打招呼,Звичайне привітання,,Обычное приветствие,,
9009,Strength!,ぐっ,用力握拳,Сила!,,Сила!,,
9010,As You Wish,仰せのままに,就照你的意思,Як хочеш,,Как пожелаешь,,
9011,Point Forwards,前を指差す,向前指,Указати вперед,,Указать вперёд,,
9012,Point Upwards,上を指差す,向上指,Указати вгору,,Указать вверх,,
9013,Point Downwards,下を指差す,向下指,Указати вниз,,Указать вниз,,
9014,Beckon,手招き,过来,Покликати,,Подозвать,,
9015,Wait!,待て,等一下,Зачекай!,,Постой!,,
9016,Calm Down!,落ち着け,冷静点,Заспокойся!,,Успокойся!,,
9017,Nod In Thought,考える頷き,点头称是,Задумливий кивок,,Задумчивый кивок,,
9018,Extreme Repentance,土下座,下跪,Сильне каяття,,Крайнее сожаление,,
9019,Grovel For Mercy,命乞い,求饶,Благання про милість,,Мольбы о пощаде,,
9020,Rallying Cry,エイエイオー,欢呼,Бойовий клич,,Боевой клич,,
9021,Heartening Cry,オーオーオー,兴奋大吼,Підбадьорливий клич,,Ободряющий клич,,
9022,By My Sword,剣に誓って,以剑立誓,Присягаюсь своїм мечем,,Клянусь своим мечом,,
9023,Hoslow's Oath,ホスローの誓い,霍斯劳立誓,Обітниця Госло,,Клятва Хослоу,,
9024,Fire Spur Me,我が内に炎あれ,愿火焰常在我心,"Вогню, змотивуй мене",,"Огонь, вдохнови меня",,
9026,Bravo!,拍手,拍手,Браво!,,Браво!,,
9027,Jump for Joy,跳ねる歓喜,开心到跳起来,Радісний стрибок,,Восторг,,
9028,Triumphant Delight,両手歓喜,举手欢呼,Переможний захват,,Ликование,,
9029,Fancy Spin,くるっと回る,转圈,Вигадливий оберт,,Красивый разворот,,
9030,Finger Snap,指鳴らし,弹指,Клацання пальцями,,Щелчок пальцами,,
9031,Dejection,へたり込み,沮丧,Зневіра,,Уныние,,
9032,Patches' Crouch,パッチ座り,帕奇坐姿,Сісти як Клапоть,,Сесть как Лоскутик,,
9033,Crossed Legs,あぐら,盘腿坐,Схрещені ноги,,Скрестить ноги,,
9034,Rest,片膝座り,立单膝而坐,Відпочинок,,Отдых,,
9035,Sitting Sideways,横座り,收拢双腿而坐,Сісти боком,,Сесть боком,,
9036,Dozing Cross-Legged,ぐっすりあぐら,盘腿熟睡,"Дрімати, схрестивши ноги",,"Дремать, скрестив ноги",,
9037,Spread Out,大の字,大字躺,Розтягнутися,,Растянуться,,
9039,Balled Up,丸くなる,缩成一团,Згорнутися,,Калачиком,,
9040,What Do You Want?,貴公、何用だ,有何贵干？,Що тобі потрібно?,,Что тебе нужно?,,
9041,Prayer,祈り,祈祷,Молитва,,Мольба,,
9042,Desperate Prayer,魅せられた祈り,专注的祈祷,Відчайдушна молитва,,Отчаянная мольба,,
9043,Rapture,恍惚,恍惚,Захват,,Восторг,,
9045,Erudition,叡智,深具睿智,Ерудиція,,Мудрость,,
9046,Outer Order,外なる律,外在律法,Зовнішній устрій,,Внешнее спокойствие,,
9047,Inner Order,内なる律,内在律法,Внутрішній устрій,,Внутреннее спокойствие,,
9048,Golden Order Totality,黄金律全姿,黄金律法全貌,Цілісність Золотого устрою,,Цельность Золотого порядка,,
9049,The Ring,リングのポーズ,法环之姿,Кільце,,Кольцо,,
9050,The Ring,リングのポーズ,法环之姿,Кільце,,Кольцо,,
9100,About Sites of Grace,説明「祝福」,说明：赐福,Про місця благодаті,,О местах благодати,,
9101,About Sorceries and Incantations,説明「魔術と祈祷」,说明：魔法与祷告,Про чари та замовлення,,О чарах и молитвах,,
9102,About Bows,説明「弓」,说明：弓,Про луки,,О луках,,
9103,About Crouching,説明「しゃがみ」,说明：蹲下,Про скрадання,,О скрытном передвижении,,
9104,About Stance-Breaking,説明「体勢を崩す」,说明：失去平衡,Про вибивання з рівноваги,,О выводе врага из равновесия,,
9105,About Stakes of Marika,説明「マリカの楔」,说明：玛莉卡楔石,Про статуї Маріки,,О клиньях Марики,,
9106,About Guard Counters,説明「ガードカウンター」,说明：防御反击,Про контратаки після блоку,,О контратаках после блока,,
9107,About the Map,説明「地図」,说明：地图,Про мапу,,О карте,,
9108,About Guidance of Grace,説明「祝福の導き」,说明：赐福的指引,Про настанову благодаті,,О путях благодати,,
9109,About Horseback Riding,説明「騎乗」,说明：骑马,Про їзду верхи,,О езде верхом,,
9110,About Death,説明「死亡」,说明：死亡,Про смерть,,О смерти,,
9111,About Summoning Spirits,説明「霊体の召喚」,说明：召唤灵魂,Про виклик духів,,О призыве духов,,
9112,About Guarding,説明「ガード」,说明：防御,Про блокування,,О блоке,,
9113,About Item Crafting,説明「アイテム製作」,说明：制作道具,Про виготовлення предметів,,О создании предметов,,
9115,About Flask of Wondrous Physick,説明「霊薬の聖杯瓶」,说明：灵药圣杯瓶,Про флягу з чудодійним зіллям,,О священных лечебных флягах,,
